Language pair,"F1-score (LaBSE, average)","F1-score (LASER, average)","Gromov-Hausdorff dist. (LaBSE, average)","Gromov-Hausdorff dist. (LASER, average)","Singular value gap (LaBSE, average)","Singular value gap (LASER, average)","ECOND-HM (LaBSE, average)","ECOND-HM (LASER, average)","Average margin score (LaBSE, average)","Average margin score (LASER, average)"
Coptic-Dinka,0,0,5.3114,4.96825,310996.10855,1412244.5974,43.8280,33.4103,0.3997,0.6215
Coptic-Indonesian,0,0,5.1743,4.9274,343123.4089,1422540.2388,40.3877,31.4694,-0.2391,0.5662
Coptic-English,0,0,5.3114,4.96825,332115.1773,1396111.7339,46.8232,33.6414,0.1347,0.4027
Coptic-Myanmar,0,0,5.3114,4.96825,330698.69375,1383689.5771,44.7331,34.2132,0.0104,0.7216
Coptic-Jakalteko,0,0,5.3114,4.96825,310275.4751,1403191.6522,47.2101,34.5044,0.5302,0.6613
Coptic-Slovene,0,0,5.3114,4.96825,338214.8353,1429451.76725,41.4144,23.9633,-0.4746,0.6916
Coptic-Greek,0,0,5.3114,4.96825,330874.3651,1428689.5884,46.6362,23.8593,-0.3174,0.7323
Coptic-Chinantec,0,0,5.3114,4.96825,306265.26895,1391202.1584,51.2568,35.7172,0.5924,0.6291
Coptic-Icelandic,0,0,5.3114,4.96825,346042.1111,1427719.33985,37.32705,24.8973,-0.82505,0.7136
Coptic-Polish,0,0,5.3114,4.96825,341504.3719,1422746.1608,39.8805,31.3458,-0.5731,0.59405
Coptic-Romani,0,0,5.3114,4.96825,316857.0411,1419848.3796,55.8959,28.5445,0.32755,0.7086
Coptic-Maori,0,0,5.3114,4.96825,335449.8599,1412891.7364,43.8037,30.5085,-0.1637,0.7000
Coptic-Cabecar,0,0,5.3114,4.96825,312177.18815,1409933.09475,53.0317,29.9509,0.3921,0.6890
Coptic-Mam,0,0,5.3114,4.96825,310799.1562,1405354.1217,47.97585,31.3196,0.5143,0.6423
Coptic-Latvian,0,0.00095,5.3114,4.96825,345209.7163,1428058.0534,38.1193,24.26105,-0.5148,0.6738
Coptic-Chinese,0,0,5.3114,4.96825,322048.8829,1425192.3222,53.4390,25.32865,-0.0675,0.7043
Coptic-Japanese-tok,0,0,5.3114,4.96825,333123.0506,1421504.5872,46.2836,28.0741,0.0443,0.6667
Coptic-Albanian,0,0,5.3114,4.96825,340910.747,1416022.1853,40.5069,33.6862,-0.4817,0.5262
Coptic-Basque,0,0,5.3114,4.96825,328550.2338,1426451.0250,46.9343,25.9759,0.0386,0.7262
Coptic-Esperanto,0,0.00115,5.3114,4.96825,340984.1877,1428823.5954,40.2031,24.2026,-0.4811,0.7183
Coptic-Gujarati,0,0,5.3114,4.96825,344830.6627,1282901.0982,40.3886,38.5306,-0.0666,0.8046
Coptic-Serbian,0,0,5.3114,4.96825,338813.0493,1427397.9618,41.6112,26.6431,-0.275,0.6423
Coptic-Vietnamese,0,0,5.3114,4.96825,341728.9263,1426622.1414,39.2413,25.1212,-0.2216,0.6763
Coptic-German,0,0,5.3114,4.96825,339929.4234,1419057.24005,40.9507,32.7586,-0.6931,0.5482
Coptic-Telugu,0,0,5.3114,4.96825,335775.8387,1420525.91545,42.8121,26.4797,-0.0285,0.7031
Coptic-Creole,0,0,5.3114,4.96825,335938.6792,1414075.1148,44.7707,30.3197,-0.2112,0.5949
Coptic-Quichua,0,0.00115,5.3114,4.96825,316048.9602,1412931.8811,52.7788,32.0156,0.5142,0.6940
Coptic-Achuar,0,0,4.5504,4.4020,312243.2021,1406579.9703,48.8508,32.0415,0.5114,0.6143
Coptic-Malagasy,0,0,5.3114,4.96825,335828.6060,1426224.58435,45.0668,25.5861,-0.0348,0.679
Coptic-Camsa,0,0,8.1178,8.90965,230798.3227,1355654.8415,53.3659,37.9588,0.4654,0.4713
Coptic-Swedish,0,0,5.3114,4.96825,343325.0734,1422984.26445,38.9852,31.5788,-0.6810,0.5939
Coptic-Aukan,0,0,5.3114,4.96825,312909.2998,1411278.3354,50.2365,30.1734,0.4126,0.6546
Coptic-Japanese,0,0,5.3114,4.96825,336374.9177,1424962.8835,44.1006,26.2304,-0.3190,0.674
Coptic-Spanish,0,0,5.3114,4.96825,338890.3132,1427345.8191,42.5431,28.00505,-0.4140,0.6468
Coptic-Shuar,0,0,4.7849,4.6771,313523.6041,1410417.3059,45.0894,31.9840,0.5934,0.6178
Coptic-Dutch,0,0,4.5504,4.02985,344244.1325,1426342.5056,37.9936,26.0141,-0.23115,0.6231
Coptic-Slovak,0,0,5.3114,4.96825,342924.04495,1428823.04235,39.1969,24.0994,-0.7020,0.7071
Coptic-Amuzgo,0.00115,0,5.3114,4.96825,308157.4976,1396901.5925,50.4015,37.1024,0.52545,0.5972
Coptic-Swahili,0,0,5.3114,4.96825,343513.75725,1401326.3507,39.0650,34.4529,-0.4923,0.4412
Coptic-Chinese-tok,0,0,5.3114,4.96825,322048.8837,1425192.5293,53.4390,25.32865,-0.0675,0.7043
Coptic-Danish,0,0,5.3114,4.96825,339938.5528,1427883.7628,40.9227,24.67075,-0.75175,0.6707
Coptic-Amharic,0,0,4.6667,3.8273,335081.1758,1389902.1558,42.8164,34.8408,0.0333,0.4431
Coptic-Somali,0,0,5.3114,4.96825,336024.06365,1328017.5113,43.3062,30.5255,-0.2766,0.2921
Coptic-Croatian,0,0,5.3114,4.96825,342614.0667,1427671.0688,38.4096,26.7060,-0.53945,0.6406
Coptic-Italian,0,0,5.3114,4.96825,339042.4790,1429475.9933,41.5425,24.3232,-0.4288,0.6708
Coptic-Akawaio,0,0,5.3114,4.96825,308017.7780,1407305.4640,47.1916,30.45615,0.4487,0.7408
Coptic-Czech,0,0,5.3114,4.96825,336457.5947,1422557.6284,43.1848,31.34805,-0.5632,0.5883
Coptic-Tachelhit,0,0,5.3114,4.96825,313710.07445,1407213.2125,54.6053,31.1831,0.4702,0.6831
Coptic-Romanian,0,0,5.3114,4.96825,346300.5579,1428446.7490,37.4438,25.0956,-0.5433,0.6758
Coptic-Lithuanian,0,0,5.3114,4.96825,344864.6385,1428730.9119,38.0571,25.1185,-0.6153,0.6965
Coptic-Wolof,0,0,5.3114,4.96825,318223.2673,1410209.5764,54.8811,31.7461,0.2200,0.5868
Coptic-Zulu,0.0011,0,5.3114,4.96825,337991.6112,1407358.4443,42.9174,33.8226,-0.3108,0.5608
Coptic-Thai-tok,0,0,5.3114,4.96825,337160.5149,1425616.8731,41.8352,25.6443,0.1457,0.75
Coptic-Malayalam,0,0,5.3114,4.79585,336916.6536,1409051.5736,42.2259,34.1361,-0.0618,0.5526
Coptic-Hebrew,0,0,5.3114,4.96825,331418.8926,1426919.1376,45.1801,24.2220,0.1907,0.7127
Coptic-Kabyle,0,0,5.3114,4.96825,312563.2056,1418367.9096,45.0377,27.3984,0.4421,0.7029
Coptic-French,0,0,5.3114,4.96825,339699.19125,1427447.0114,40.9916,28.1933,-7.8370,0.6380
Coptic-Afrikaans,0,0,5.3114,4.96825,341666.5538,1427308.0374,39.9838,24.6058,-0.4667,0.7066
Hungarian-Shona,0.9711,0,0.3582,0.7199,0.6775,45.0546,38.1630,28.6387,1.2487,0.6536
Hungarian-Cebuano,0.9838,0.0062,0.3492,0.4034,40.5927,65.376,34.8319,27.3358,1.2789,0.75705
Hungarian-Ewe,0.2486,0.0021,0.9537,0.5058,467.3296,59.8227,41.4760,30.0811,0.7518,0.6905
Hungarian-Norwegian,0.9957,0.5478,0.2930,0.4398,79.1847,16.88525,33.6127,28.3196,1.3144,0.8394
Hungarian-Vietnamese-tok,0.9823,0.4426,0.5215,0.1704,40.5844,2.6052,34.1191,23.6034,1.2575,0.9431
Hungarian-Wolaytta,0.12505,0.00095,2.0286,2.5066,595.5687,4896.0074,37.8757,32.2422,0.6870,0.5529
Hungarian-Kannada,0.9828,0.00115,0.3610,2.3033,24.4660,184652.0989,35.5848,33.3578,1.2942,0.7073
Hungarian-Dinka,0.1908,0,0.7316,0.5272,628.0356,390.9361,37.0327,30.6115,0.7121,0.6423
Hungarian-Indonesian,0.9658,0.3675,1.3596,1.5440,79.4049,1376.9906,34.5773,28.98155,1.2291,0.7866
Hungarian-English,0.98855,0.2561,0.4087,0.4512,6.0264,518.4783,39.1837,30.8003,1.3682,0.5392
Hungarian-Myanmar,0.9572,0,0.3772,0.8021,13.1429,574.5584,37.74545,31.2820,1.2469,0.7508
Hungarian-Jakalteko,0.1691,0,1.60485,1.2086,668.0327,6017.0820,39.4306,31.5301,0.6444,0.6570
Hungarian-Slovene,0.9873,0.7024,0.30905,0.2716,16.0329,1.2251,35.3418,22.48425,1.3336,0.9857
Hungarian-Greek,0.9798,0.4313,0.3498,0.3718,11.0606,3.18405,39.0573,22.3964,1.2635,0.9310
Hungarian-Chinantec,0.10685,0,1.0753,1.1933,931.9966,2854.6495,42.2326,32.5371,0.6514,0.6605
Hungarian-Icelandic,0.9854,0.6078,0.3195,0.2390,140.31245,1.7433,32.3130,23.3069,1.2891,0.9723
Hungarian-Polish,0.9891,0.5014,0.2802,0.4148,53.6834,15.5168,34.2021,28.8726,1.3131,0.8259
Hungarian-Romani,0.3531,0.0044,0.9670,1.0507,338.3324,365.4342,45.30195,26.4753,0.8268,0.7250
Hungarian-Maori,0.9860,0,0.3272,0.5782,2.0158,65.8353,37.0603,28.1583,1.2752,0.6869
Hungarian-Cabecar,0.3149,0.0071,1.0509,0.4796,573.5652,95.2604,43.4395,27.6790,0.7859,0.7216
Hungarian-Mam,0.1632,0,0.7951,0.5885,640.25585,992.8919,39.9656,28.8491,0.66375,0.6851
Hungarian-Latvian,0.9689,0.6812,0.4411,0.2215,121.2540,1.0693,32.9195,22.7445,1.28315,0.9858
Hungarian-Chinese,0.9779,0.36885,0.32755,0.3044,152.1849,2.9966,43.6960,23.6809,1.2762,0.9072
Hungarian-Japanese-tok,0.9773,0.2683,0.2729,0.4855,1.579,15.1152,38.8137,26.0492,1.2690,0.8464
Hungarian-Albanian,0.9883,0.4779,0.3314,0.4173,45.4091,78.549,34.6655,30.84605,1.3199,0.7427
Hungarian-Basque,0.9446,0.0683,0.4969,0.3604,34.9464,2.4650,39.2555,24.2508,1.1991,0.82215
Hungarian-Esperanto,0.9893,0.6417,0.3664,0.2121,47.0659,1.3633,34.43725,22.6929,1.32885,0.9818
Hungarian-Gujarati,0.9577,0,0.7857,1.5300,114.1131,37801.9469,34.6046,34.8653,1.2018,0.6752
Hungarian-Serbian,0.9896,0.6425,0.4105,0.3719,21.5909,0.8966,35.47845,24.8361,1.3258,0.9178
Hungarian-Vietnamese,0.9828,0.4821,0.5298,0.1710,58.1122,1.4222,33.739,23.5019,1.2658,0.9492
Hungarian-German,0.9862,0.4784,0.3448,0.4164,33.4488,41.8917,35.0012,30.06645,1.3105,0.7741
Hungarian-Telugu,0.9326,0.0485,0.4065,0.4898,2.6710,16.27455,36.3537,24.6891,1.23015,0.8237
Hungarian-Creole,0.9708,0,0.3022,0.3838,3.2313,56.3458,37.7419,27.9976,1.2383,0.6781
Hungarian-Quichua,0.23365,0.0071,1.22835,1.1680,398.1305,2547.9472,43.1476,29.4374,0.6827,0.6959
Hungarian-Achuar,0.1631,0.0032,2.7377,2.7433,561.8397,7488.0384,40.5446,29.4607,0.6345,0.6632
Hungarian-Malagasy,0.9795,0.43925,0.3543,0.2986,3.1793,1.5659,37.9363,23.90805,1.28055,0.9371
Hungarian-Camsa,0.2077,0.00225,9.3702,9.76765,65423.16795,183427.9054,43.7116,34.3638,0.6875,0.5075
Hungarian-Swedish,0.9855,0.4563,0.3515,0.5577,83.7066,16.7414,33.5546,29.06815,1.2891,0.8059
Hungarian-Aukan,0.1726,0,1.2416,1.2347,517.7734,1990.4493,41.5021,27.87905,0.7234,0.6656
Hungarian-Japanese,0.9815,0.4366,0.1992,0.4813,4.9557,4.4858,37.2595,24.4590,1.2774,0.8982
Hungarian-Spanish,0.98775,0.6417,0.3750,0.4633,21.37065,1.3418,36.1473,26.0137,1.3320,0.9086
Hungarian-Shuar,0.0583,0,1.7348,1.7249,514.1102,954.1174,37.9111,29.4124,0.5433,0.6716
Hungarian-Dutch,0.8984,0.3190,3.3180,3.0447,105.3940,7246.8276,32.8243,24.2867,1.1617,0.8383
Hungarian-Slovak,0.9971,0.74445,0.1869,0.2265,77.3329,0.4184,33.7014,22.6012,1.3266,1.0013
Hungarian-Amuzgo,0.2058,0,0.8258,0.8230,804.1758,277.3694,41.6707,33.68495,0.6795,0.6241
Hungarian-Swahili,0.9792,0.1816,0.3294,0.5298,87.2887,331.1820,33.5966,31.4841,1.2725,0.5613
Hungarian-Chinese-tok,0.9779,0.36885,0.3275,0.3044,152.1849,2.9976,43.6960,23.6809,1.2762,0.9072
Hungarian-Danish,0.98825,0.6406,0.1948,0.3402,33.1997,0.9211,34.9652,23.10635,1.30915,0.9328
Hungarian-Amharic,0.9652,0.0271,2.8136,3.0547,1.4952,8651.519,36.3540,31.80935,1.2863,0.5254
Hungarian-Somali,0.9764,0,0.3590,1.01545,3.8327,4304.7209,36.6910,28.1740,1.2774,0.2747
Hungarian-Croatian,0.9839,0.6238,0.38255,0.4470,71.8193,1.0254,33.1227,24.8865,1.31275,0.9111
Hungarian-Italian,0.9826,0.6613,0.3352,0.3883,23.5772,0.87605,35.4222,22.8014,1.3179,0.9488
Hungarian-Akawaio,0.0878,0.00095,0.8538,0.56805,812.8718,126.5133,39.4127,28.1146,0.6534,0.6781
Hungarian-Czech,0.99765,0.50895,0.3952,0.4411,5.1783,18.4749,36.5995,28.87815,1.3310,0.8182
Hungarian-Tachelhit,0.036,0,0.5257,0.43335,474.5399,128.3898,44.4103,28.7340,0.6051,0.6837
Hungarian-Romanian,0.9869,0.5923,0.3518,0.3283,144.7858,0.6975,32.3908,23.4845,1.2913,0.9273
Hungarian-Lithuanian,0.9857,0.6824,0.2024,0.2619,114.0738,1.3533,32.8665,23.5005,1.3055,0.9881
Hungarian-Wolof,0.3807,0,0.5682,0.7388,301.4729,431.4720,44.6235,29.1993,0.8848,0.6118
Hungarian-Zulu,0.9738,0,0.4310,0.8291,14.7693,137.2063,36.4172,30.9540,1.2652,0.5933
Hungarian-Thai-tok,0.9547,0.2864,0.3898,0.1295,9.6830,3.3928,35.6412,23.9603,1.2211,0.9152
Hungarian-Malayalam,0.8260,0.1282,1.3114,1.6802,8.3778,6500.9399,35.9472,31.2191,1.1568,0.6701
Hungarian-Hebrew,0.9809,0.4633,0.5142,0.2105,9.2059,1.3397,38.0446,22.7124,1.2598,0.9351
Hungarian-Kabyle,0.1412,0.0489,0.6105,0.4033,548.3495,27.8934,37.86055,25.4874,0.7024,0.8118
Hungarian-French,0.9874,0.6064,0.3233,0.4541,30.2763,1.4419,35.0154,26.1801,1.3304,0.8951
Hungarian-Afrikaans,0.9893,0.55375,0.1979,0.2048,56.0219,1.0311,34.2822,23.048,1.3282,0.9479
Shona-Cebuano,0.9676,0.00115,0.3376,0.72665,40.7734,3.7461,35.96795,35.8675,1.2338,0.6308
