Language pair,Combined sentences (LaBSE),Combined in-family sentences (LaBSE),Combined in-genus sentences (LaBSE),Combined sentences (LASER),Combined in-family sentences (LASER),Combined in-genus sentences (LASER),Same Family?,Same Genus?,"Character-level Overlap (multiset Jaccard coefficient, Book of Matthew)","Token-level Overlap (multiset Jaccard coefficient, Book of John)",Same Word Order?,Same Polysynthesis Status?,Geographic Distance (lang2vec),Inventory Distance (lang2vec),Syntactic Distance (lang2vec),Phonological Distance (lang2vec)
Bulgarian-Finnish,316300000,11901765100,3691020000,12800000,390378649,62400000,0,0,0.0242,0.4297,1,1,0.0116,0.2322,0.1645,0.0871
Bulgarian-Ukranian,335900000,23232530200,6677840000,6300000,754355298,98400000,1,1,0.6541,0.5339,1,1,0.0006,0.15,0.0864,0
Bulgarian-Uspanteco,152800000,11616265100,3338920000,4900000,377177649,49200000,0,0,0.0277,0.1402,1,0,0.179,0.2938,0.2462,0.1056
Bulgarian-Ojibwa,152800000,11616265100,3338920000,4900000,377177649,49200000,0,0,0.0246,0.4457,0,0,0.1029,0.2843,0.425,0.1633
Bulgarian-Aguaruna,152800000,11616265100,3338920000,4900000,377177649,49200000,0,0,0.0245,0.2325,0,0,0.1946,0.4234,0.5257,0.2829
Bulgarian-Nepali,185970000,23232530200,4163820000,4900000,377177649,49200000,1,0,0.0204,0.3121,0,1,0.0584,0.3449,0.349,0.1
Bulgarian-Marathi,217500000,23232530200,4163820000,4931000,754355298,57229000,1,0,0.0245,0.3663,0,1,0.0588,0.3657,0.4074,0.0513
Bulgarian-Lukpa,152800000,11616265100,3338920000,4900000,377177649,49200000,0,0,0.0264,0.1338,1,1,0.0377,0.3887,0.4034,0.1419
Bulgarian-Turkish,406800000,12096492100,3819147000,10600000,383460649,55483000,0,0,0.0266,0.4215,0,1,0.0012,0.2958,0.4101,0.0465
Bulgarian-Farsi,370800000,23232530200,4163820000,4900000,377177649,49200000,1,0,0.0224,0.4029,0,1,0.0199,0.2436,0.3412,0.0871
Bulgarian-Paite,152800000,11616265100,3338920000,4900000,377177649,49200000,0,0,0.0271,0.3017,0,1,0.0777,0.2219,0.6258,0.0465
Bulgarian-Hindi,287600000,23232530200,4163820000,5188000,754355298,57229000,1,0,0.0277,0.384,0,1,0.0499,0.2934,0.3086,0.0871
Bulgarian-Cherokee,152800000,11616265100,3338920000,4900000,377177649,49200000,0,0,0.0324,0.4622,0,0,0.1263,0.4479,0.45,0.2829
Bulgarian-K'iche'-SIL,202240000,11950315100,3566660000,4900000,377177649,49200000,0,0,0.0218,0.1404,0,1,0.0645,0.352,0.4357,0.1567
Bulgarian-Uma,152800000,11616265100,3338920000,4900000,377177649,49200000,0,0,0.0239,0.1845,0,1,0.1723,0.3017,0.3586,0.1419
Bulgarian-Russian,1913800000,23232530200,6677840000,14200000,754355298,98400000,1,1,0.7083,0.5807,1,1,0.0258,0.0434,0.0973,0
Bulgarian-Syriac,152800000,11616265100,3338920000,4900000,377177649,49200000,0,0,0.0215,0.351,0,1,0.0095,0.2437,0.2372,0.0871
Bulgarian-Xhosa,157490100,11761564400,3484219300,4900000,377177649,49200000,0,0,0.0274,0.4391,1,1,0.1175,0.2693,0.487,0.1056
Bulgarian-English-WEB,2152800000,23232530200,7255879000,225142917,754355298,308421917,1,0,0.0259,0.4344,1,1,0.0099,0.3162,0.1422,0.1419
Bulgarian-K'iche',152800000,11616265100,3338920000,4915000,389854649,49277000,0,0,0,0.0312,0,1,0.0074,0.4286,0.358,0.1419
Bulgarian-Thai,269500000,11732965100,3455620000,9000000,381277649,53300000,0,0,0.005,0.1715,1,1,0.1059,0.3219,0.413,0.2697
Bulgarian-Campa,152800000,11616265100,3338920000,4900000,377177649,49200000,0,0,0.021,0.2332,0,0,0.1987,0.4008,0.3417,0.3675
Bulgarian-Q'eqchi',152800000,11616265100,3338920000,4900000,377177649,49200000,0,0,0.0221,0.1219,0,0,0.1761,0.3321,0.3333,0.4
Bulgarian-Tagalog,205400000,12134194500,3856849400,4936000,384770209,56792560,0,0,0.0249,0.3514,0,1,0.1463,0.3429,0.3169,0.2
Bulgarian-Barasana,152800000,11616265100,3338920000,4900000,377177649,49200000,0,0,0.0182,0.1024,0,0,0.1709,0.447,0.4357,0.5257
Bulgarian-Nahuatl,152800000,11616265100,3338920000,4900000,377177649,49200000,0,0,0.0208,0.1786,0,0,0.1848,0.2707,0.3148,0.3675
Bulgarian-Portuguese,659800000,23232530200,5852700000,13200000,754355298,85484000,1,0,0.0308,0.446,1,1,0.0116,0.211,0.0632,0.0513
Bulgarian-Zarma,152800000,11616265100,3338920000,4900000,377177649,49200000,0,0,0.0281,0.3189,0,1,0.032,0.3053,0.4541,0.0513
Bulgarian-Korean,363800000,11827265100,3549920000,6300000,378577649,50600000,0,0,0.0246,0.383,0,1,0.1145,0.4442,0.443,0.3292
Bulgarian-Coptic,152800000,11616265100,3338920000,4900000,377177649,49200000,0,0,0.0197,0.4137,1,1,0.0056,0.3096,0.349,0.1229
Bulgarian-Hungarian,341400000,23232530200,3691020000,10200000,754355298,62400000,0,0,0.0295,0.3781,1,1,0.0007,0.2267,0.2611,0.1
Bulgarian-Shona,158395200,11761564400,3484219300,4900000,377177649,49200000,0,0,0.025,0.4471,1,1,0.089,0.2775,0.441,0.4
Bulgarian-Cebuano,163881000,12134194500,3856849400,4900000,377177649,49200000,0,0,0.0233,0.35,0,1,0.162,0.2902,0.412,0.1
Bulgarian-Ewe,152800000,11616265100,3338920000,4900000,377177649,49200000,0,0,0.0247,0.2253,1,1,0.0435,0.304,0.5119,0.2394
Bulgarian-Norwegian,323600000,23232530200,7255879000,9000000,754355298,308421917,1,0,0.0308,0.4331,0,1,0.0092,0.414,0.15,0.2
Bulgarian-Vietnamese-tok,373800000,11867063100,3589718000,8900000,381178274,53200625,0,0,0.0297,0.3462,1,1,0.1101,0.4083,0.3938,0.2697
Bulgarian-Wolaytta,152800000,11616265100,3338920000,4900000,377177649,49200000,0,0,0.0254,0.2692,0,1,0.0363,0.3127,0.5119,0.1419
Bulgarian-Kannada,152800000,11616265100,3338920000,4900000,377177649,49200000,0,0,0.021,0.3115,0,0,0.1812,0.3321,0.3087,0.1056
Bulgarian-Dinka,152800000,11616265100,3338920000,4900000,377177649,49200000,0,0,0.0285,0.2895,0,1,0.0295,0.2957,0.3675,0.1784
Bulgarian-Indonesian,435800000,12134194500,3856849400,9200000,384770209,56792560,0,0,0.0223,0.4241,1,1,0.1626,0.2421,0.3292,0.1419
Bulgarian-English,2152800000,23232530200,7255879000,225142917,754355298,308421917,1,0,0.0278,0.4407,1,1,0.0099,0.3162,0.1422,0.1419
Bulgarian-Myanmar,195620000,12929534100,3381740000,4902000,385485649,49202000,0,0,0.0089,0.1906,0,1,0.0831,0.3343,0.6202,0.2394
Bulgarian-Jakalteko,152800000,11616265100,3338920000,4900000,377177649,49200000,0,0,0.0217,0.1386,0,0,0.1797,0.2963,0.4466,0.4
Bulgarian-Slovene,282300000,23232530200,6677840000,10100000,754355298,98400000,1,1,0.0307,0.4449,1,1,0.0016,0.1609,0.075,0
Bulgarian-Greek,356800000,23232530200,3542920000,11400000,754355298,55700000,1,0,0.0247,0.1844,1,1,0,0.1883,0.1328,0.1
Bulgarian-Chinantec,152800000,11616265100,3338920000,4900000,377177649,49200000,0,0,0.0183,0.0361,0,1,0.1839,0.3953,0.443,0.361
Bulgarian-Icelandic,260880000,23232530200,7255879000,6900000,754355298,308421917,1,0,0.0292,0.4267,1,1,0.0254,0.2782,0.1645,0.0465
Bulgarian-Polish,573800000,23232530200,6677840000,10400000,754355298,98400000,1,1,0.0305,0.4202,1,1,0.0023,0.2872,0.1217,0
Bulgarian-Romani,152800000,11616265100,3338920000,4900000,377177649,49200000,1,0,0.0254,0.342,1,1,0.0002,0.3099,0.2611,0
Bulgarian-Maori,159219000,12134194500,3856849400,4900000,377177649,49200000,0,0,0.0244,0.3583,0,1,0.3062,0.4713,0.3761,0.5757
Bulgarian-Cabecar,152800000,11616265100,3338920000,4900000,377177649,49200000,0,0,0.0263,0.1802,0,1,0.1768,0.2781,0.5119,0.1056
Bulgarian-Mam,152800000,11616265100,3338920000,4900000,377177649,49200000,0,0,0.0227,0.1205,0,0,0.1816,0.3219,0.3657,0.1056
Bulgarian-Latvian,274700000,23232530200,3559120000,6900000,754355298,54400000,1,0,0.0298,0.4433,1,1,0.0047,0.0857,0.225,0.0465
Bulgarian-Chinese,1422800000,12929534100,4608920000,13200000,385485649,57506000,0,0,0.0238,0.3622,1,1,0.0923,0.3853,0.2885,0.2106
Bulgarian-Japanese-tok,1562800000,13026265100,4748920000,8100000,380377649,52400000,0,0,0.0195,0.1409,0,1,0.1298,0.3017,0.5189,0.3
Bulgarian-Albanian,242070000,23232530200,3428190000,8100000,754355298,52400000,1,0,0.0286,0.395,1,1,0.0005,0.1982,0.1357,0.0871
Bulgarian-Basque,205530000,11668995100,3391650000,6100000,378377649,50400000,0,0,0.0257,0.3281,0,1,0.0093,0.3145,0.3081,0.1056
Bulgarian-Esperanto,227400000,11690865100,3413520000,5297000,377591649,49597000,0,0,0.0298,0.4459,0,1,0.0069,0.259,0.1419,0.1419
Bulgarian-Gujarati,242720000,23232530200,4163820000,4900000,377177649,49200000,1,0,0.0238,0.2912,0,1,0.0445,0.3789,0.3169,0.0513
Bulgarian-Serbian,221100000,23232530200,6677840000,8900000,754355298,98400000,1,1,0.0324,0.4391,1,1,0.0002,0.1143,0.0864,0
Bulgarian-Vietnamese,373800000,11867063100,3589718000,8900000,381178274,53200625,0,0,0.0298,0.3871,1,1,0.1101,0.4083,0.3938,0.2697
Bulgarian-German,853800000,23232530200,7255879000,13600000,754355298,308421917,1,0,0.0276,0.437,0,1,0.0027,0.2829,0.1802,0.1548
Bulgarian-Telugu,259110000,11950315100,3445230000,4933000,377625649,49233000,0,0,0.0243,0.2659,0,1,0.0641,0.3629,0.4466,0.1567
Bulgarian-Creole,222891000,11686356100,3409011000,4900000,377177649,49200000,0,0,0.0265,0.3768,1,1,0.1403,0.1553,0.2202,0.0513
Bulgarian-Quichua,152800000,11616265100,3338920000,4900000,377177649,49200000,0,0,0.0259,0.3324,0,0,0.1855,0.2938,0.4577,0.1056
Bulgarian-Achuar,152800000,11616265100,3338920000,4900000,377177649,49200000,0,0,0.0212,0.2144,0,1,0.1888,0.3722,0.4655,0.2254
Bulgarian-Malagasy,161227000,12134194500,3856849400,5255000,384770209,56792560,0,0,0.0268,0.3999,0,1,0.0962,0.241,0.4466,0.1419
Bulgarian-Camsa,152800000,11616265100,3338920000,4900000,377177649,49200000,0,0,0.0209,0.2642,0,0,0.1807,0.3239,0.5046,0.1056
Bulgarian-Swedish,398800000,23232530200,7255879000,12700000,754355298,308421917,1,0,0.0278,0.4123,1,1,0.0075,0.3609,0.1279,0.0465
Bulgarian-Aukan,152800000,11616265100,3338920000,4900000,377177649,49200000,0,0,0.0225,0.2408,1,1,0.1311,0.2112,0.2679,0.1
Bulgarian-Japanese,1562800000,13026265100,4748920000,8100000,380377649,52400000,0,0,0,0.2333,0,1,0.1298,0.3017,0.5189,0.3
Bulgarian-Spanish,588800000,23232530200,5852700000,9700000,754355298,85484000,1,0,0.0275,0.4206,1,1,0.0098,0.3143,0.111,0.1
Bulgarian-Shuar,152800000,11616265100,3338920000,4900000,377177649,49200000,0,0,0.0197,0.2697,0,0,0.1918,0.3494,0.4101,0.4836
Bulgarian-Dutch,603800000,23232530200,7255879000,13300000,754355298,308421917,1,0,0.024,0.4189,0,1,0.0065,0.3035,0.1604,0.0465
Bulgarian-Slovak,309300000,23232530200,6677840000,10100000,754355298,98400000,1,1,0.0298,0.4415,1,1,0.0012,0.0857,0.0617,0
Bulgarian-Amuzgo,152800000,11616265100,3338920000,4900000,377177649,49200000,0,0,0.02,0.0781,0,1,0.1881,0.4,0.45,0.2829
Bulgarian-Swahili,240640000,11761564400,3484219300,5073000,377350649,49373000,0,0,0.0263,0.4317,1,1,0.0647,0.2345,0.4683,0.2372
Bulgarian-Chinese-tok,1422800000,12929534100,4608920000,13200000,385485649,57506000,0,0,0.0247,0.3622,1,1,0.0923,0.3853,0.2885,0.2106
Bulgarian-Danish,329900000,23232530200,7255879000,12800000,754355298,308421917,1,0,0.0298,0.4284,1,1,0.006,0.2523,0.1792,0.0465
Bulgarian-Amharic,182292000,12112210100,3814584000,4988000,389854649,61588000,0,0,0.0233,0.3853,0,1,0.0285,0.2596,0.34,0.1
Bulgarian-Somali,164625000,12112210100,3350745000,4985000,389854649,49285000,0,0,0.0233,0.3875,0,1,0.0432,0.3413,0.375,0.2697
Bulgarian-Croatian,281700000,23232530200,6677840000,8900000,754355298,98400000,1,1,0.0306,0.4242,1,1,0.001,0.1548,0.075,0
Bulgarian-Italian,431800000,23232530200,5852700000,13200000,754355298,85484000,1,0,0.0274,0.4173,1,1,0.0021,0.2322,0.1,0
Bulgarian-Akawaio,152800000,11616265100,3338920000,4900000,377177649,49200000,0,0,0.022,0.1199,0,0,0.1399,0.4145,0.5321,0.1633
Bulgarian-Czech,415800000,23232530200,6677840000,10400000,754355298,98400000,1,1,0.0299,0.4291,1,1,0.0023,0.1663,0.1567,0
Bulgarian-Tachelhit,152800000,11616265100,3338920000,4900000,377177649,49200000,0,0,0.027,0.1834,0,1,0.0215,0.2596,0.3472,0.1
Bulgarian-Romanian,300500000,23232530200,5852700000,9800000,754355298,85484000,1,0,0.0286,0.3634,1,1,0.0002,0.1609,0.1357,0.0513
Bulgarian-Lithuanian,251100000,23232530200,3559120000,8100000,754355298,54400000,1,0,0.0297,0.4386,1,1,0.0036,0.1448,0.1851,0.0513
Bulgarian-Wolof,154550000,11761564400,3484219300,4900000,377177649,49200000,0,0,0.0302,0.3549,1,1,0.0469,0.3629,0.3853,0.2
Bulgarian-Zulu,162962000,11761564400,3484219300,4900000,377177649,49200000,0,0,0.0302,0.4353,1,1,0.1032,0.2322,0.475,0.3239
Bulgarian-Thai-tok,269500000,11732965100,3455620000,9000000,381277649,53300000,0,0,0.0158,0.1473,1,1,0.1059,0.3219,0.413,0.2697
Bulgarian-Malayalam,213700000,11950315100,3566660000,5273000,377625649,49615000,0,0,0.0217,0.3272,0,1,0.0719,0.3846,0.4848,0.1056
Bulgarian-Hebrew,325300000,12112210100,3814584000,9000000,389854649,61588000,0,0,0.0213,0.396,1,1,0.0055,0.4024,0.2074,0.1548
Bulgarian-Kabyle,152800000,11616265100,3338920000,4900000,377177649,49200000,0,0,0.0269,0.1839,0,0,0.1812,0.3321,0.3087,0.1056
Bulgarian-French,1106800000,23232530200,5852700000,13700000,754355298,85484000,1,0,0.0278,0.4099,1,1,0.0071,0.2802,0.1949,0.2106
Bulgarian-Afrikaans,196870000,23232530200,7255879000,4967000,754355298,308421917,1,0,0.0276,0.4307,1,1,0.0946,0.2421,0.2621,0.1419
Latin-Arabic,212370000,12112210100,2989444000,8219000,389854649,48672000,0,0,0.0104,0.4203,0,1,0.021,0.2998,0.2823,0.1548
Latin-Finnish,177970000,11901765100,2865880000,7919000,390378649,49484000,0,0,0.4867,0.4006,0,1,0.0146,0.1536,0.2601,0.0871
Latin-Ukranian,197570000,23232530200,5852700000,1419000,754355298,85484000,1,0,0.0135,0.3813,0,1,0.0028,0.1279,0.2127,0
Latin-Uspanteco,14470000,11616265100,2513780000,19000,377177649,36284000,0,0,0.3167,0.1401,0,0,0.1578,0.2293,0.3324,0.1056
Latin-Ojibwa,14470000,11616265100,2513780000,19000,377177649,36284000,0,0,0.0131,0.4314,0,0,0.0906,0.3001,0.4244,0.1633
Latin-Aguaruna,14470000,11616265100,2513780000,19000,377177649,36284000,0,0,0.3692,0.2337,0,0,0.1698,0.4606,0.4632,0.2829
Latin-Nepali,47640000,23232530200,3338680000,19000,377177649,36284000,1,0,0.0102,0.327,0,1,0.0796,0.1986,0.3807,0.1
Latin-Marathi,79170000,23232530200,3338680000,50000,754355298,44313000,1,0,0.0109,0.3671,0,1,0.079,0.2697,0.4314,0.0513
Latin-Lukpa,14470000,11616265100,2513780000,19000,377177649,36284000,0,0,0.2303,0.1343,0,1,0.028,0.1942,0.3756,0.1419
Latin-Turkish,268470000,12096492100,2994007000,5719000,383460649,42567000,0,0,0.3826,0.3975,0,1,0.0062,0.2925,0.3867,0.0465
Latin-Farsi,232470000,23232530200,3338680000,19000,377177649,36284000,1,0,0.013,0.3813,0,1,0.0331,0.1949,0.3699,0.0871
Latin-Paite,14470000,11616265100,2513780000,19000,377177649,36284000,0,0,0.3612,0.2999,0,1,0.1007,0.1682,0.5503,0.0465
Latin-Hindi,149270000,23232530200,3338680000,307000,754355298,44313000,1,0,0.0123,0.3813,0,1,0.0698,0.2964,0.3221,0.0871
Latin-Cherokee,14470000,11616265100,2513780000,19000,377177649,36284000,0,0,0.015,0.4553,0,0,0.1083,0.3545,0.4465,0.2829
Latin-K'iche'-SIL,63910000,11950315100,2741520000,19000,377177649,36284000,0,0,0.344,0.1372,0,1,0.0847,0.2773,0.4321,0.1567
Latin-Uma,14470000,11616265100,2513780000,19000,377177649,36284000,0,0,0.3974,0.1769,0,1,0.1974,0.1765,0.3373,0.1419
Latin-Russian,1775470000,23232530200,5852700000,9319000,754355298,85484000,1,0,0.0132,0.3813,0,1,0.0398,0.1865,0.2438,0
Latin-Syriac,14470000,11616265100,2513780000,19000,377177649,36284000,0,0,0.0154,0.3965,0,1,0.018,0.2241,0.2611,0.0871
Latin-Xhosa,19160100,11761564400,2659079300,19000,377177649,36284000,0,0,0.4058,0.3944,0,1,0.1172,0.1515,0.4548,0.1056
Latin-English-WEB,2014470000,23232530200,6430739000,220261917,754355298,295505917,1,0,0.4951,0.4026,0,1,0.0053,0.2325,0.2173,0.1419
Latin-K'iche',14470000,11616265100,2513780000,34000,389854649,36361000,0,0,0,0.0364,0,1,0.0017,0.4655,0.2783,0.1419
Latin-Thai,131170000,11732965100,2630480000,4119000,381277649,40384000,0,0,0.0038,0.1842,0,1,0.1305,0.1705,0.3812,0.2697
Latin-Campa,14470000,11616265100,2513780000,19000,377177649,36284000,0,0,0.3794,0.2343,0,0,0.1736,0.3736,0.3497,0.3675
Latin-Q'eqchi',14470000,11616265100,2513780000,19000,377177649,36284000,0,0,0.3496,0.1269,0,0,0.1546,0.29,0.3658,0.4
Latin-Tagalog,67070000,12134194500,3031709400,55000,384770209,43876560,0,0,0.3204,0.3419,0,1,0.1714,0.2249,0.3518,0.2
Latin-Barasana,14470000,11616265100,2513780000,19000,377177649,36284000,0,0,0.2971,0.0891,0,0,0.1457,0.361,0.3412,0.5257
Latin-Nahuatl,14470000,11616265100,2513780000,19000,377177649,36284000,0,0,0.3768,0.1879,0,0,0.1658,0.2868,0.3465,0.3675
Latin-Portuguese,521470000,23232530200,5027560000,8319000,754355298,72568000,1,1,0.5087,0.4234,0,1,0.0039,0.1005,0.1479,0.0513
Latin-Zarma,14470000,11616265100,2513780000,19000,377177649,36284000,0,0,0.3086,0.3212,0,1,0.0228,0.1682,0.3554,0.0513
Latin-Korean,225470000,11827265100,2724780000,1419000,378577649,37684000,0,0,0.0177,0.3813,0,1,0.1359,0.2982,0.4394,0.3292
Latin-Coptic,14470000,11616265100,2513780000,19000,377177649,36284000,0,0,0.0126,0.4473,0,1,0.0098,0.285,0.338,0.1229
Latin-Hungarian,203070000,23232530200,2865880000,5319000,754355298,49484000,0,0,0.4085,0.3752,0,1,0.0013,0.132,0.2611,0.1
Latin-Shona,20065200,11761564400,2659079300,19000,377177649,36284000,0,0,0.4261,0.3942,0,1,0.1128,0.1162,0.4307,0.4
Latin-Cebuano,25551000,12134194500,3031709400,19000,377177649,36284000,0,0,0.3237,0.3501,0,1,0.1872,0.2206,0.3846,0.1
Latin-Ewe,14470000,11616265100,2513780000,19000,377177649,36284000,0,0,0.3493,0.2334,0,1,0.0332,0.1802,0.4477,0.2394
Latin-Norwegian,185270000,23232530200,6430739000,4119000,754355298,295505917,1,0,0.4583,0.4027,0,1,0.0084,0.3641,0.2251,0.2
Latin-Vietnamese-tok,235470000,11867063100,2764578000,4019000,381178274,40284625,0,0,0.2398,0.3315,0,1,0.1349,0.262,0.412,0.2697
Latin-Wolaytta,14470000,11616265100,2513780000,19000,377177649,36284000,0,0,0.4285,0.2715,0,1,0.0425,0.3012,0.4957,0.1419
Latin-Kannada,14470000,11616265100,2513780000,19000,377177649,36284000,0,0,0.011,0.3178,0,0,0.1599,0.29,0.3456,0.1056
Latin-Dinka,14470000,11616265100,2513780000,19000,377177649,36284000,0,0,0.3824,0.2909,0,1,0.0314,0.1567,0.2999,0.1784
Latin-Indonesian,297470000,12134194500,3031709400,4319000,384770209,43876560,0,0,0.4031,0.3878,0,1,0.1873,0.1392,0.3564,0.1419
Latin-English,2014470000,23232530200,6430739000,220261917,754355298,295505917,1,0,0.4838,0.4046,0,1,0.0053,0.2325,0.2173,0.1419
Latin-Myanmar,57290000,12929534100,2556600000,21000,385485649,36286000,0,0,0.0096,0.208,0,1,0.1064,0.1697,0.5516,0.2394
Latin-Jakalteko,14470000,11616265100,2513780000,19000,377177649,36284000,0,0,0.3442,0.1291,0,0,0.1587,0.1645,0.4165,0.4
Latin-Slovene,143970000,23232530200,5852700000,5219000,754355298,85484000,1,0,0.4658,0.4102,0,1,0.0006,0.1645,0.2029,0
Latin-Greek,218470000,23232530200,2717780000,6519000,754355298,42784000,1,0,0.0114,0.174,0,1,0.0022,0.295,0.1713,0.1
Latin-Chinantec,14470000,11616265100,2513780000,19000,377177649,36284000,0,0,0.2573,0.0373,0,1,0.1642,0.34,0.3946,0.361
Latin-Icelandic,122550000,23232530200,6430739000,2019000,754355298,295505917,1,0,0.4,0.3947,0,1,0.0199,0.2043,0.2601,0.0465
Latin-Polish,435470000,23232530200,5852700000,5519000,754355298,85484000,1,0,0.391,0.3978,0,1,0.003,0.2098,0.2222,0
Latin-Romani,14470000,11616265100,2513780000,19000,377177649,36284000,1,0,0.4776,0.3494,0,1,0.0011,0.2039,0.2823,0
Latin-Maori,20889000,12134194500,3031709400,19000,377177649,36284000,0,0,0.4113,0.3623,0,1,0.3143,0.3736,0.3094,0.5757
Latin-Cabecar,14470000,11616265100,2513780000,19000,377177649,36284000,0,0,0.3271,0.1813,0,1,0.1536,0.2073,0.4236,0.1056
Latin-Mam,14470000,11616265100,2513780000,19000,377177649,36284000,0,0,0.3177,0.1075,0,0,0.1604,0.2681,0.3518,0.1056
Latin-Latvian,136370000,23232530200,2733980000,2019000,754355298,41484000,1,0,0.4417,0.4026,0,1,0.0072,0.1448,0.2915,0.0465
Latin-Chinese,1284470000,12929534100,3783780000,8319000,385485649,44590000,0,0,0.0172,0.3813,0,1,0.1137,0.35,0.3932,0.2106
Latin-Japanese-tok,1424470000,13026265100,3923780000,3219000,380377649,39484000,0,0,0.0138,0.1532,0,1,0.151,0.2333,0.5029,0.3
Latin-Albanian,103740000,23232530200,2603050000,3219000,754355298,39484000,1,0,0.4627,0.4007,0,1,0.0009,0.2,0.2127,0.0871
Latin-Basque,67200000,11668995100,2566510000,1219000,378377649,37484000,0,0,0.4519,0.3455,0,1,0.0027,0.3331,0.2443,0.1056
Latin-Esperanto,89070000,11690865100,2588380000,416000,377591649,36681000,0,0,0.4924,0.4129,0,1,0.0026,0.1279,0.1345,0.1419
Latin-Gujarati,104390000,23232530200,3338680000,19000,377177649,36284000,1,0,0.0108,0.2901,0,1,0.063,0.2469,0.3086,0.0513
Latin-Serbian,82770000,23232530200,5852700000,4019000,754355298,85484000,1,0,0.4314,0.4118,0,1,0.0014,0.1448,0.1909,0
Latin-Vietnamese,235470000,11867063100,2764578000,4019000,381178274,40284625,0,0,0.2405,0.3742,0,1,0.1349,0.262,0.412,0.2697
Latin-German,715470000,23232530200,6430739000,8719000,754355298,295505917,1,0,0.4338,0.4061,0,1,0.0012,0.2174,0.1885,0.1548
Latin-Telugu,120780000,11950315100,2620090000,52000,377625649,36317000,0,0,0.0117,0.2681,0,1,0.0849,0.3326,0.4399,0.1567
Latin-Creole,84561000,11686356100,2583871000,19000,377177649,36284000,0,0,0.3823,0.3775,0,1,0.1175,0.037,0.2633,0.0513
Latin-Quichua,14470000,11616265100,2513780000,19000,377177649,36284000,0,0,0.3722,0.3331,0,0,0.1608,0.2568,0.4236,0.1056
Latin-Achuar,14470000,11616265100,2513780000,19000,377177649,36284000,0,0,0.3324,0.2175,0,1,0.164,0.3247,0.4319,0.2254
Latin-Malagasy,22897000,12134194500,3031709400,374000,384770209,43876560,0,0,0.3151,0.3892,0,1,0.1043,0.1765,0.3699,0.1419
Latin-Camsa,14470000,11616265100,2513780000,19000,377177649,36284000,0,0,0.285,0.2728,0,0,0.156,0.2621,0.4394,0.1056
Latin-Swedish,260470000,23232530200,6430739000,7819000,754355298,295505917,1,0,0.4372,0.4027,0,1,0.0084,0.2694,0.2277,0.0465
Latin-Aukan,14470000,11616265100,2513780000,19000,377177649,36284000,0,0,0.3712,0.2339,0,1,0.1065,0.0777,0.2796,0.1
Latin-Japanese,1424470000,13026265100,3923780000,3219000,380377649,39484000,0,0,0,0.2555,0,1,0.151,0.2333,0.5029,0.3
Latin-Spanish,450470000,23232530200,5027560000,4819000,754355298,72568000,1,1,0.4643,0.412,0,1,0.0027,0.2784,0.1471,0.1
Latin-Shuar,14470000,11616265100,2513780000,19000,377177649,36284000,0,0,0.3856,0.2986,0,0,0.167,0.361,0.4094,0.4836
Latin-Dutch,465470000,23232530200,6430739000,8419000,754355298,295505917,1,0,0.3974,0.4002,0,1,0.0033,0.1747,0.1909,0.0465
Latin-Slovak,170970000,23232530200,5852700000,5219000,754355298,85484000,1,0,0.3731,0.398,0,1,0.0017,0.1448,0.1909,0
Latin-Amuzgo,14470000,11616265100,2513780000,19000,377177649,36284000,0,0,0.3161,0.0747,0,1,0.1686,0.3051,0.4022,0.2829
Latin-Swahili,102310000,11761564400,2659079300,192000,377350649,36457000,0,0,0.3869,0.3958,0,1,0.0699,0.1357,0.4394,0.2372
Latin-Chinese-tok,1284470000,12929534100,3783780000,8319000,385485649,44590000,0,0,0.018,0.3813,0,1,0.1137,0.35,0.3932,0.2106
Latin-Danish,191570000,23232530200,6430739000,7919000,754355298,295505917,1,0,0.4122,0.4008,0,1,0.0044,0.2074,0.2504,0.0465
Latin-Amharic,43962000,12112210100,2989444000,107000,389854649,48672000,0,0,0.0158,0.3813,0,1,0.0357,0.1792,0.3529,0.1
Latin-Somali,26295000,12112210100,2525605000,104000,389854649,36369000,0,0,0.3371,0.3892,0,1,0.0525,0.2925,0.3801,0.2697
Latin-Croatian,143370000,23232530200,5852700000,4019000,754355298,85484000,1,0,0.4388,0.4042,0,1,0.0005,0.1831,0.2029,0
Latin-Italian,293470000,23232530200,5027560000,8319000,754355298,72568000,1,1,0.5201,0.4321,0,1,0,0.1023,0.1144,0
Latin-Akawaio,14470000,11616265100,2513780000,19000,377177649,36284000,0,0,0.3458,0.1121,0,0,0.115,0.3306,0.415,0.1633
Latin-Czech,277470000,23232530200,5852700000,5519000,754355298,85484000,1,0,0.3666,0.3987,0,1,0.0017,0.1942,0.2532,0
Latin-Tachelhit,14470000,11616265100,2513780000,19000,377177649,36284000,0,0,0.3382,0.1913,0,1,0.0105,0.2818,0.3393,0.1
Latin-Romanian,162170000,23232530200,5027560000,4919000,754355298,72568000,1,1,0.5193,0.3687,0,1,0.0024,0.1139,0.1471,0.0513
Latin-Lithuanian,112770000,23232530200,2733980000,3219000,754355298,41484000,1,0,0.4705,0.4043,0,1,0.006,0.225,0.2565,0.0513
